Week,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp
2003.16,14.38,-1.49,0.28,16.43,1.55,0.14,19.44,4.32,1.17,24.27,10.16,1.93,17.85,4.49,2.32,25.79,11.45,0.60,22.41,7.91,2.89,15.57,1.11,2.19,16.09,3.96,3.58,11.45,1.25,3.33,19.58,5.74,1.99
2003.17,12.88,1.73,3.33,14.48,2.97,2.20,17.28,4.96,1.99,21.78,10.42,5.03,15.14,3.20,2.35,23.94,10.52,1.64,16.86,5.47,4.97,14.54,0.88,2.70,17.21,4.71,2.49,12.16,2.05,4.17,17.67,5.49,3.16
2003.18,18.02,4.21,4.37,19.59,5.61,2.78,22.33,7.94,1.82,25.56,12.75,2.64,18.64,5.35,3.16,27.27,13.58,0.58,20.31,8.90,3.45,14.59,1.17,1.47,18.59,5.73,3.11,14.42,2.51,1.84,20.57,7.51,2.29
2003.19,16.97,4.14,1.33,17.65,5.34,1.46,19.59,9.52,5.11,26.25,16.68,9.33,18.36,8.20,8.75,28.77,16.55,0.91,21.17,8.76,5.72,12.23,0.59,4.33,17.74,5.34,1.35,12.00,1.62,2.47,20.09,8.85,4.77
2003.20,15.15,4.96,2.91,16.09,6.94,3.65,18.93,9.30,5.06,25.50,14.56,4.07,18.10,7.61,4.48,28.87,15.30,2.77,21.12,8.41,3.78,18.26,3.20,1.37,25.04,8.54,0.08,15.09,2.91,2.00,21.59,9.05,2.97
2003.21,19.83,6.08,1.51,18.50,6.53,2.61,17.12,8.38,5.44,22.93,14.97,9.06,18.36,7.42,2.06,28.17,14.59,1.35,21.03,8.87,2.77,19.48,3.81,0.75,28.99,11.35,0.01,19.70,4.88,0.61,22.10,9.48,2.86
2003.22,17.62,9.10,6.42,18.02,9.56,6.10,19.52,10.13,5.30,25.18,13.71,2.51,20.54,8.06,2.35,29.61,15.29,1.74,25.76,11.09,0.85,25.70,9.17,0.93,30.41,13.67,0.12,22.75,8.64,0.99,24.85,11.34,2.05
2003.23,19.74,8.47,5.57,18.40,8.76,8.22,19.45,9.71,8.53,25.32,14.91,7.48,19.12,8.01,2.03,29.58,16.45,5.06,21.04,10.48,5.13,19.16,5.76,2.69,30.82,14.19,0.03,25.30,8.23,0.06,23.44,11.04,4.23
2003.24,20.92,11.73,4.58,21.92,13.36,5.98,24.68,14.92,6.25,27.98,18.08,6.13,22.02,12.44,4.67,30.09,16.98,5.08,25.70,13.16,4.29,22.85,7.20,1.40,27.92,12.42,0.05,22.15,8.33,0.45,25.40,13.16,3.85
2003.25,21.88,10.33,1.44,21.34,11.64,4.42,22.41,14.07,8.85,27.18,18.37,8.44,24.74,11.79,1.32,29.66,17.39,3.33,27.92,15.37,1.38,24.62,9.65,2.11,29.51,13.29,0.05,22.32,8.14,0.79,26.11,13.72,3.32
2003.26,28.54,15.33,3.08,27.51,14.45,1.91,27.50,14.37,0.84,28.55,16.73,2.69,26.64,13.75,3.26,31.62,19.04,1.98,28.92,15.43,4.60,21.81,7.12,1.99,30.56,13.07,0.08,23.26,7.67,0.38,27.45,13.81,2.24
2003.27,27.93,14.68,0.97,27.56,15.24,1.03,27.32,16.24,3.97,27.84,18.96,9.29,27.80,15.64,3.72,31.91,19.08,3.19,30.90,17.52,1.65,29.35,11.14,0.55,32.83,14.99,0.01,25.04,8.76,0.17,29.23,15.65,3.06
2003.28,26.14,14.84,3.25,26.82,16.43,3.79,28.09,18.00,6.07,29.88,20.28,4.09,25.66,15.79,8.47,32.24,20.15,2.61,31.69,18.04,3.01,29.67,11.00,0.61,34.05,15.81,0.08,27.76,10.52,0.16,29.73,16.42,3.20
2003.29,25.36,13.75,1.92,25.86,13.98,2.43,26.86,15.23,2.50,29.29,19.31,4.70,26.00,13.87,2.92,33.51,20.34,2.11,33.28,18.90,0.72,32.44,14.09,0.63,35.20,18.37,0.26,28.46,11.39,0.15,30.51,16.63,1.98
2003.30,26.06,16.17,4.63,25.62,15.56,7.99,26.82,15.73,5.44,28.51,18.42,5.29,25.22,14.02,3.25,33.41,20.54,1.35,31.47,17.07,0.80,31.64,14.12,0.77,34.43,19.05,0.84,30.56,13.24,0.22,30.04,16.70,2.55
2003.31,25.71,14.67,4.33,25.74,15.38,3.91,26.50,17.17,4.74,29.23,19.86,6.03,26.27,14.97,3.52,33.34,20.39,1.51,31.32,17.59,2.15,29.16,12.33,1.29,32.07,17.76,1.55,31.72,13.40,0.12,29.72,16.73,2.81
2003.32,26.38,18.92,6.87,26.61,18.43,7.19,26.49,17.80,6.61,28.30,19.29,8.09,25.30,15.25,2.60,34.88,21.06,1.12,31.03,17.48,0.95,29.66,13.18,1.17,31.18,15.64,0.36,26.00,11.16,0.82,29.31,16.86,3.08
2003.33,28.24,18.48,5.48,27.49,18.41,4.02,28.04,18.54,4.49,28.92,19.56,4.90,27.01,15.99,1.09,31.42,18.74,2.49,30.38,16.49,0.82,30.66,13.13,0.62,33.11,16.56,0.68,27.52,10.91,0.16,29.63,16.61,2.18
2003.34,27.84,15.24,1.58,27.10,15.07,0.94,27.99,16.62,2.13,29.93,19.91,3.55,28.28,15.44,0.96,34.05,20.30,1.01,34.84,19.35,1.39,28.84,12.37,1.28,31.65,16.47,1.02,27.26,10.59,0.47,30.38,16.65,1.54
2003.35,24.14,11.01,0.60,25.46,12.77,1.44,27.91,15.79,3.42,30.53,20.11,2.39,27.69,15.04,3.15,32.75,20.15,2.88,32.71,18.29,3.76,26.59,10.83,1.91,31.51,15.92,1.03,26.97,9.85,0.11,29.39,15.87,2.32
2003.36,21.03,10.56,5.31,20.71,12.28,6.99,23.80,15.48,8.57,28.59,19.31,6.54,22.53,11.35,5.97,28.78,18.03,4.74,26.04,12.85,4.77,25.20,8.89,1.39,32.18,16.59,0.57,29.62,11.50,0.18,26.58,14.16,4.30
2003.37,22.64,8.02,0.06,23.51,10.94,0.50,23.23,11.83,1.90,26.15,16.00,1.14,25.78,13.47,1.49,28.97,16.36,5.30,26.45,13.25,6.28,20.26,6.78,2.78,28.61,13.56,0.55,18.74,7.42,3.40,24.94,12.45,2.75
2003.38,23.67,12.65,4.80,24.02,13.71,4.94,23.21,13.24,9.84,27.03,14.87,2.27,22.80,9.96,2.55,27.42,14.55,2.52,24.00,8.33,1.71,19.48,2.33,0.87,30.10,12.45,0.04,18.98,5.03,1.30,24.26,10.36,2.42
2003.39,21.30,10.03,5.00,21.41,10.15,5.56,22.74,11.83,6.37,26.43,15.17,7.57,18.77,7.14,5.53,27.51,15.23,2.20,23.32,7.77,1.64,22.07,3.48,0.12,31.50,13.90,0.48,25.92,7.92,0.04,24.41,10.31,3.26
2003.40,16.16,5.60,4.71,15.00,5.04,4.82,16.02,4.87,2.61,21.49,8.71,1.39,12.45,1.67,1.44,25.19,11.27,0.50,17.56,3.38,1.04,18.46,2.32,0.39,28.57,12.84,0.10,23.67,8.67,0.10,20.02,6.50,1.17
2003.41,17.13,3.28,1.06,17.76,4.56,0.96,19.47,6.76,0.52,23.15,13.74,3.01,20.90,6.50,0.42,25.10,15.28,5.49,24.09,9.70,2.15,21.75,3.98,0.46,26.53,11.11,0.40,17.09,5.61,2.98,22.28,9.15,2.06
2003.42,15.90,4.08,7.13,16.46,4.91,4.65,18.13,6.60,4.70,22.38,10.57,1.61,16.21,3.64,3.33,24.72,10.79,1.46,19.61,3.45,1.79,17.67,0.96,0.28,27.56,10.00,0.02,15.25,4.54,5.40,20.15,6.27,2.23
2003.43,8.55,-0.95,2.70,10.75,0.73,1.32,15.19,2.65,0.31,23.50,8.67,0.25,16.20,3.72,1.02,28.00,10.24,0.19,25.36,6.87,0.18,21.05,2.82,0.06,29.31,10.90,0.02,18.44,5.96,5.02,21.75,6.18,0.75
2003.44,15.47,4.92,11.82,14.82,4.76,10.20,16.98,4.48,7.70,21.49,9.72,4.58,10.97,2.89,1.88,22.72,8.61,0.84,14.16,1.89,0.45,9.45,-2.80,1.35,22.15,7.40,0.49,11.61,-0.30,1.49,16.26,4.27,2.75
2003.45,11.48,3.32,2.58,14.32,5.66,2.74,19.90,8.31,4.04,24.08,12.88,2.83,9.62,0.99,4.27,20.23,9.59,1.30,7.41,-0.91,3.53,1.93,-8.35,1.17,14.52,2.51,1.75,4.77,-4.82,1.21,13.05,2.95,2.43
2003.46,6.06,-3.85,2.21,7.46,-2.45,2.04,10.44,-0.14,3.02,18.55,6.36,0.97,8.15,-1.69,1.51,18.56,8.86,1.25,11.56,0.67,0.34,7.35,-4.06,1.09,15.48,5.06,3.56,8.66,-0.06,2.91,12.40,1.82,1.59
2003.47,9.33,-0.92,4.72,10.95,1.99,6.29,14.48,3.71,7.15,20.72,8.46,6.15,11.40,2.70,4.18,20.79,6.94,4.03,15.38,1.30,2.33,6.96,-5.86,1.09,15.72,3.10,0.48,5.89,-1.65,9.30,14.16,2.41,4.10
2003.48,9.81,-1.83,3.51,10.57,-0.09,4.55,12.75,0.13,3.44,16.96,3.57,4.24,5.67,-3.00,3.59,15.27,-0.08,1.49,5.93,-6.99,0.81,0.98,-11.96,0.85,13.43,0.40,0.42,4.40,-2.61,7.87,9.58,-2.70,2.69
2003.49,0.63,-8.51,1.85,2.01,-6.17,2.45,4.69,-3.29,3.40,12.16,1.42,2.08,4.06,-3.62,1.08,16.22,1.98,0.17,7.53,-2.81,1.05,6.94,-5.83,0.31,16.47,4.19,2.86,6.90,0.33,5.93,9.21,-1.49,1.68
2003.50,1.33,-8.80,6.78,2.49,-5.90,5.27,4.77,-3.77,5.31,12.19,0.40,3.37,1.93,-5.56,2.51,13.89,0.00,2.13,2.25,-7.17,2.86,1.30,-10.09,1.29,11.84,1.13,4.25,4.00,-1.25,7.55,6.55,-3.77,3.35
2003.51,1.54,-8.53,10.26,1.76,-5.92,6.18,3.27,-3.95,4.91,10.40,-0.15,3.60,-0.10,-6.29,1.07,14.33,-1.87,0.18,5.27,-5.52,0.26,4.93,-8.35,0.57,13.59,0.56,2.16,5.19,-1.87,4.19,7.11,-3.88,2.21
2003.52,5.05,-4.16,3.06,5.99,-2.36,3.80,7.19,-2.67,2.29,12.64,-1.18,1.63,3.64,-5.29,1.65,16.04,1.82,0.63,8.61,-3.58,0.84,4.67,-7.28,1.50,11.17,1.31,4.23,4.02,-2.06,4.51,8.75,-2.55,1.96
2003.53,5.56,-4.62,0.83,8.05,-1.93,1.35,11.00,-1.63,1.74,17.01,2.76,2.00,6.93,-2.53,2.25,16.22,3.18,1.48,9.89,-3.78,0.56,-0.47,-11.30,1.75,8.97,-0.72,6.41,-0.13,-6.29,7.77,9.05,-2.42,2.46
2004.01,-4.92,-13.01,1.78,-1.90,-9.94,2.61,3.66,-5.03,3.45,11.25,1.19,2.55,-3.55,-11.41,2.97,11.40,-1.43,0.77,-1.51,-12.67,1.01,-2.24,-14.62,0.62,12.50,0.25,1.26,0.19,-6.94,5.61,3.68,-6.78,1.99
2004.02,-8.90,-20.74,0.57,-5.95,-16.58,1.53,0.79,-9.64,0.59,12.41,-1.02,0.40,-0.16,-7.97,0.87,15.60,4.41,4.51,9.72,-4.13,1.10,5.93,-7.87,0.06,14.78,2.68,0.35,5.91,-1.08,2.06,7.62,-3.93,1.30
2004.03,-5.06,-14.40,0.71,-4.42,-13.00,1.27,-0.65,-9.78,2.01,10.57,-1.83,2.11,-4.65,-14.43,0.88,11.97,0.33,1.37,3.96,-8.45,0.45,2.13,-10.56,0.41,12.27,0.80,0.96,4.40,-2.17,4.56,4.73,-6.33,1.38
2004.04,-7.73,-17.00,0.59,-6.81,-14.15,2.28,-2.77,-10.58,2.71,10.07,-1.50,4.51,-8.18,-16.32,1.65,12.29,-1.35,2.12,-5.02,-14.50,1.65,-1.68,-13.78,1.13,11.38,0.11,1.33,4.59,-1.21,9.98,2.32,-8.11,2.72
2004.05,0.59,-10.15,4.63,0.65,-8.78,6.88,2.86,-6.98,7.85,11.71,1.31,8.52,-2.20,-11.59,2.27,10.46,-1.23,3.11,-2.74,-11.87,2.61,-2.62,-14.37,1.33,10.88,-0.49,3.15,4.13,-2.85,3.68,3.97,-6.37,4.04
2004.06,1.41,-10.45,0.15,1.84,-8.21,0.33,4.68,-4.78,0.20,10.72,1.76,3.57,-0.83,-10.02,0.23,8.61,-1.39,3.96,0.95,-12.28,0.13,-0.56,-15.25,0.56,13.14,-1.46,0.17,6.38,-4.39,0.97,4.95,-6.36,1.44
2004.07,-0.76,-13.95,0.42,0.75,-10.97,0.51,5.80,-6.11,0.51,12.43,1.00,1.97,2.11,-8.38,0.76,16.37,1.14,0.39,7.52,-5.89,0.23,5.88,-6.97,0.72,14.32,3.28,5.42,6.85,-1.13,5.69,8.64,-3.53,1.54
2004.08,3.05,-8.98,0.64,3.41,-8.32,0.36,6.48,-4.17,0.41,12.81,2.36,4.43,5.27,-4.01,0.35,14.77,2.62,3.52,9.42,-2.50,0.08,6.75,-5.24,1.26,11.46,2.49,7.62,7.81,-0.47,3.78,9.29,-1.51,2.50
2004.09,9.18,-1.76,1.41,11.29,0.47,1.84,16.40,2.55,2.98,20.84,9.15,3.73,10.26,1.38,4.54,17.46,6.77,4.85,8.75,0.64,7.65,2.79,-7.37,1.89,13.34,2.02,2.26,6.78,-1.65,4.12,12.11,1.77,3.85
2004.10,4.98,-4.24,0.77,5.52,-2.88,1.87,8.77,-1.89,1.30,16.58,2.62,0.39,4.91,-5.23,0.65,19.45,5.32,1.27,13.63,-1.76,0.09,11.59,-4.44,0.18,23.50,7.13,0.16,14.25,0.60,0.78,13.57,-0.03,0.63
2004.11,2.30,-7.44,1.70,3.25,-5.72,3.09,8.22,-1.64,3.51,19.60,7.01,2.51,5.98,-3.27,1.59,22.23,9.48,1.83,14.06,0.26,1.20,12.53,-1.98,0.35,25.11,7.69,0.04,13.56,1.01,0.89,14.71,2.06,1.52
2004.12,7.15,-4.43,2.39,8.63,-2.42,1.99,13.05,-0.22,1.22,19.53,5.14,0.51,11.30,0.51,3.13,22.37,11.15,0.60,18.23,4.98,2.04,16.39,-0.17,0.71,21.86,7.63,1.17,13.41,2.13,4.10,16.83,3.70,1.53
2004.13,8.12,-0.23,9.14,10.80,2.57,3.73,11.80,3.91,4.58,18.90,6.62,2.24,12.40,1.99,2.62,22.87,7.85,2.50,15.93,0.93,2.34,14.49,-1.58,1.30,21.17,6.37,1.49,14.91,0.37,0.87,16.49,3.29,2.46
2004.14,8.84,-2.26,1.18,8.69,-1.78,1.02,12.82,0.67,0.87,21.55,6.23,0.62,13.11,0.16,0.33,21.25,9.05,4.87,17.84,2.80,0.90,12.96,-0.47,2.60,20.68,6.63,0.49,16.97,2.84,0.17,16.82,3.34,1.61
2004.15,11.68,-0.22,7.04,12.08,1.24,6.83,13.52,3.05,8.22,19.76,6.98,5.80,14.51,1.80,1.04,20.10,6.74,2.20,18.58,2.31,0.48,14.56,-1.27,0.79,20.26,5.88,0.49,14.76,2.32,2.69,16.94,3.34,2.79
2004.16,18.54,3.85,1.74,19.80,6.59,2.21,24.32,10.26,1.58,25.96,12.72,1.57,18.14,6.45,3.61,24.25,13.43,3.97,20.17,8.40,5.33,12.14,-0.76,2.85,19.81,5.62,1.17,12.70,1.50,3.69,19.80,7.32,2.97
2004.17,16.68,3.24,3.26,16.93,5.13,3.21,19.35,6.77,3.76,23.61,11.43,4.41,17.31,4.92,2.96,23.52,11.03,4.98,19.23,5.85,2.92,15.04,-0.58,1.28,26.94,9.10,0.04,21.13,3.43,0.36,20.32,6.46,2.87
2004.18,18.34,5.07,3.56,17.79,5.12,3.81,20.97,6.65,3.88,24.29,10.46,3.92,17.22,4.26,2.22,25.71,10.87,1.35,23.94,7.77,0.50,22.40,4.51,0.13,28.29,10.94,0.07,19.44,5.61,1.02,22.62,7.58,1.77
2004.19,22.53,7.68,0.93,24.51,11.70,3.21,26.94,13.83,1.96,27.00,15.92,3.41,22.64,11.17,5.86,26.36,14.74,5.85,22.76,10.29,4.55,16.34,1.39,2.03,24.80,8.66,0.36,15.28,3.64,2.13,22.91,10.14,3.49
2004.20,22.04,8.89,3.01,22.88,10.95,2.95,24.99,14.56,5.96,27.78,16.90,2.09,21.71,10.80,5.97,28.84,16.56,0.69,25.32,13.87,4.05,19.37,5.33,1.65,24.16,9.48,0.24,16.52,6.00,3.48,23.91,11.85,2.74
2004.21,16.05,7.88,8.14,22.41,11.56,7.51,26.01,15.17,4.77,29.28,18.31,2.23,20.36,9.91,5.65,29.34,17.67,0.89,26.14,12.81,4.05,18.34,4.36,2.07,24.21,9.60,0.47,15.86,5.50,5.51,23.77,11.86,3.26
2004.22,18.45,6.07,2.70,19.98,8.25,3.28,22.12,11.72,5.70,27.75,16.77,6.23,21.24,10.29,5.57,31.04,16.86,3.58,25.58,11.43,2.63,21.92,5.82,1.13,30.95,12.60,0.02,21.08,6.85,1.20,25.13,11.60,3.38
2004.23,23.26,9.15,1.36,23.55,11.88,1.51,24.56,13.79,4.16,28.82,18.33,3.12,25.19,15.14,7.44,30.14,18.83,6.48,29.07,17.46,3.17,23.34,8.20,2.24,26.66,11.01,0.17,16.20,6.39,3.63,26.00,14.00,3.80
2004.24,25.28,12.93,1.57,25.39,14.76,2.61,26.73,17.19,4.95,29.17,20.21,6.11,25.03,14.86,3.98,31.44,18.65,2.78,26.44,14.93,7.05,20.74,6.72,2.51,30.32,13.54,0.06,22.46,7.42,0.72,26.56,14.45,3.59
2004.25,22.98,10.69,1.86,23.27,11.10,2.15,24.81,13.42,2.83,28.17,19.10,7.41,21.45,10.05,1.74,29.14,17.72,6.99,24.38,11.82,2.02,21.62,6.60,1.66,30.60,13.94,0.06,26.15,10.90,0.27,25.51,13.00,3.33
2004.26,24.30,11.01,2.71,24.29,11.61,1.30,25.73,13.41,1.13,27.52,18.67,5.89,25.04,12.67,1.11,29.08,18.52,7.60,25.66,14.82,5.21,23.90,9.03,2.27,29.82,13.55,0.14,25.36,10.62,0.76,26.38,14.09,3.49
2004.27,24.78,13.90,4.36,26.24,14.68,3.41,28.00,17.02,3.76,30.56,19.56,3.63,24.25,14.72,5.00,32.03,19.85,1.29,27.97,16.06,5.67,25.58,9.70,1.60,31.46,15.04,0.09,23.30,8.85,0.43,27.96,15.37,2.83
2004.28,23.70,14.66,2.60,24.26,15.56,8.11,26.59,16.69,6.37,30.46,19.44,3.97,26.74,15.93,3.31,32.77,19.86,0.73,31.10,18.68,2.34,29.24,12.87,1.74,32.74,16.39,0.69,28.82,11.66,0.20,29.61,16.65,2.54
2004.29,26.70,16.25,4.61,25.96,16.13,5.26,26.27,16.32,4.92,29.53,18.71,3.05,26.22,15.04,2.59,32.31,19.49,1.89,29.44,17.72,3.88,26.36,11.87,2.87,33.39,17.83,0.45,29.01,13.04,0.55,28.90,16.37,2.72
2004.30,24.27,14.18,2.88,23.93,15.41,7.62,25.51,16.91,7.58,28.99,19.53,6.19,23.59,13.26,2.90,29.05,17.99,4.66,25.14,13.57,3.22,25.61,9.62,1.01,32.50,16.23,0.43,29.17,12.24,0.07,27.11,14.97,3.47
2004.31,25.82,14.70,3.11,24.88,14.75,2.91,26.25,16.00,5.75,29.46,18.74,4.97,25.29,13.50,3.14,32.69,19.91,1.30,29.57,17.00,2.11,27.87,11.85,1.72,30.81,15.19,0.37,25.41,11.21,1.52,28.54,15.68,2.60
2004.32,25.16,14.74,6.33,24.06,14.23,4.94,24.64,14.14,5.28,26.80,16.30,6.39,21.09,10.82,1.26,30.19,17.20,2.34,24.47,11.90,1.43,24.93,8.31,0.69,33.91,17.22,0.65,30.95,12.73,0.10,26.67,13.56,2.60
2004.33,23.98,14.81,6.62,24.28,14.83,5.39,25.66,15.33,4.40,28.20,17.34,4.39,22.63,10.70,3.39,29.23,16.85,3.68,26.26,12.64,1.90,23.88,8.96,2.64,30.69,15.47,0.95,28.43,13.33,1.03,26.54,13.83,3.18
2004.34,24.44,10.72,2.06,24.80,13.28,1.57,26.27,14.92,1.19,28.77,19.19,3.90,24.96,14.80,5.77,31.41,19.60,2.01,28.96,16.29,5.10,22.00,7.85,2.12,29.06,13.93,0.16,19.49,9.97,7.81,26.56,14.71,3.35
2004.35,25.84,13.69,3.26,25.65,14.76,4.58,26.46,15.70,2.66,28.10,18.93,5.31,24.48,13.20,1.91,29.29,16.52,1.93,28.83,14.06,0.41,25.16,8.20,0.95,31.66,14.78,0.20,23.34,9.14,0.88,27.13,14.01,2.12
2004.36,22.50,12.16,6.33,23.93,14.64,8.49,24.32,15.60,8.27,26.97,18.57,11.45,24.04,12.72,2.48,29.46,15.28,1.17,27.36,12.04,1.69,23.37,6.81,1.24,32.96,14.80,0.17,22.85,7.90,1.61,26.25,13.10,3.87
2004.37,22.43,9.96,5.69,23.01,12.68,6.89,23.81,14.18,11.02,26.49,17.78,9.57,24.66,12.70,3.48,31.96,17.88,0.94,28.83,13.93,2.91,23.19,6.88,1.31,29.37,13.48,0.36,16.41,7.07,5.58,25.94,13.20,4.18
2004.38,20.80,7.75,1.98,22.44,9.14,0.89,23.47,9.24,0.67,26.23,13.40,0.82,24.67,10.30,0.73,28.77,15.90,2.10,26.23,12.72,3.68,17.29,4.32,3.28,25.80,9.55,1.13,18.35,5.32,1.06,23.92,10.38,1.79
2004.39,20.16,7.69,4.95,20.47,9.76,6.61,21.56,11.98,7.65,25.86,15.24,5.72,20.39,5.75,1.28,26.53,13.68,3.07,23.12,7.55,1.06,17.85,3.56,1.99,26.38,10.55,0.20,22.02,7.22,0.11,22.82,9.47,2.88
2004.40,18.05,3.08,0.31,19.13,4.77,0.38,20.12,5.92,0.34,24.62,12.51,0.85,18.74,3.90,1.12,25.35,14.01,6.27,21.70,6.67,2.33,18.95,2.70,0.72,27.29,10.55,0.15,20.01,6.19,3.27,21.97,7.84,1.93
2004.41,16.31,6.18,4.64,15.58,5.51,2.03,16.95,6.12,2.81,21.54,11.99,3.87,14.62,4.35,2.41,22.56,9.96,3.82,16.14,5.00,2.38,15.41,1.16,1.08,26.16,9.82,0.13,18.62,5.63,1.03,18.77,6.79,2.45
2004.42,10.98,2.40,1.44,10.73,4.32,4.19,13.60,5.95,3.61,22.25,12.90,4.26,11.96,5.00,3.96,26.46,14.23,2.19,17.60,7.19,1.01,12.52,0.98,2.52,16.71,6.96,8.08,10.39,3.42,6.84,16.91,7.32,3.64
2004.43,11.68,0.69,0.20,13.26,4.00,0.72,15.76,6.93,1.76,23.17,13.72,1.88,17.41,7.35,3.93,25.39,14.56,2.59,20.66,8.50,2.40,11.20,-0.70,1.99,15.50,4.94,4.42,9.26,1.05,3.08,17.77,7.32,2.52
2004.44,10.95,1.44,4.42,12.52,3.59,4.01,17.30,6.35,3.62,22.84,12.40,4.69,12.02,3.56,4.16,19.19,6.57,6.26,14.55,1.34,3.17,9.97,-4.35,0.92,17.08,3.37,0.89,9.55,-0.79,4.17,15.39,3.73,3.65
2004.45,7.09,-3.77,1.20,8.77,-2.14,1.92,12.11,0.27,4.06,18.44,6.52,3.53,10.47,-0.91,1.06,19.10,6.51,0.95,14.30,0.35,1.86,10.41,-2.34,0.92,15.73,5.59,2.16,11.04,2.12,0.43,13.92,2.06,1.76
2004.46,9.07,-2.94,0.22,10.68,0.02,0.40,12.91,1.91,1.18,17.92,6.28,0.71,11.35,3.41,2.35,16.30,8.67,8.70,12.59,4.34,2.22,8.47,-3.92,0.51,16.26,4.12,0.20,8.20,-0.06,2.20,13.05,3.02,2.37
2004.47,8.86,-1.78,4.69,10.38,1.26,3.19,12.18,4.01,3.14,17.37,8.38,7.73,6.66,-0.79,3.01,16.16,6.22,7.32,8.35,-0.67,2.31,3.92,-6.72,1.36,13.21,1.63,2.44,6.64,-0.82,4.32,10.72,1.38,4.23
2004.48,6.69,-2.39,8.65,7.67,-0.92,7.69,9.51,-0.59,5.43,14.98,2.77,3.95,4.23,-3.39,2.79,13.41,0.10,1.91,4.49,-5.94,1.37,0.25,-11.90,1.14,10.05,-3.05,0.56,3.29,-4.04,1.55,7.76,-3.20,2.68
2004.49,3.63,-4.24,5.47,6.85,-0.68,5.53,11.07,2.20,5.67,17.71,7.17,8.48,6.66,0.27,3.74,16.94,4.19,2.31,9.02,-1.40,1.62,4.98,-5.73,0.97,12.88,2.78,5.61,6.11,0.43,13.03,10.70,1.01,4.67
2004.50,1.20,-8.61,0.57,2.48,-6.34,0.92,4.76,-4.01,0.54,10.75,-1.40,0.20,1.63,-7.09,0.51,13.44,-0.94,0.16,7.50,-6.04,0.00,6.04,-6.78,0.21,16.33,3.24,0.09,7.91,0.45,1.78,8.19,-3.47,0.38
2004.51,1.41,-12.11,4.51,1.72,-10.91,3.60,4.79,-7.98,3.06,9.88,-2.63,3.97,-4.98,-15.43,1.78,9.99,-3.55,1.47,0.77,-12.62,0.18,0.26,-13.23,0.55,13.34,-0.06,0.04,5.07,-2.96,1.07,4.54,-7.93,1.75
2004.52,-0.11,-10.11,1.43,1.68,-6.73,0.97,5.30,-4.15,0.25,12.92,0.82,1.10,2.46,-7.09,0.90,16.70,3.32,0.35,10.81,-3.32,0.11,4.13,-6.76,1.25,10.43,2.42,11.61,4.27,-2.03,3.29,8.41,-2.47,1.88
2005.01,2.31,-5.75,4.82,4.46,-1.91,5.55,10.89,3.04,5.68,19.15,8.66,3.00,0.68,-5.52,8.24,14.45,5.09,4.61,-1.06,-9.75,5.79,-3.26,-14.49,1.51,8.05,0.36,7.55,0.57,-6.29,2.67,6.43,-2.38,4.66
2005.02,3.18,-6.95,4.88,5.12,-2.82,5.71,10.06,0.59,6.51,17.35,6.85,4.79,1.37,-6.76,5.56,16.09,3.60,1.47,-1.19,-10.11,1.40,-1.20,-12.52,2.14,11.44,0.96,6.07,1.27,-6.20,2.04,7.14,-2.94,3.63
2005.03,-8.11,-18.54,1.50,-6.85,-15.78,1.21,-2.23,-10.24,1.42,8.77,-2.67,0.27,-5.62,-14.00,1.65,14.09,-0.16,0.04,2.89,-9.16,0.05,6.53,-7.02,0.32,16.59,3.73,0.17,9.02,1.14,6.72,5.66,-5.78,0.99
2005.04,-7.84,-20.28,2.56,-6.02,-18.17,2.42,-0.84,-12.01,1.35,10.08,-2.04,1.34,-1.40,-12.16,0.41,13.93,1.35,2.77,5.70,-4.78,0.38,7.73,-4.97,0.40,13.05,3.68,3.68,8.62,0.99,1.28,6.67,-4.66,1.47
2005.05,3.08,-13.46,0.61,2.94,-12.00,0.33,4.42,-6.76,1.40,9.64,1.63,3.66,3.38,-5.96,0.27,8.67,0.97,3.01,7.62,-2.32,0.39,6.06,-6.91,0.83,14.07,1.32,0.19,9.11,-1.15,1.31,7.46,-2.96,1.50
2005.06,5.70,-4.98,3.97,6.08,-3.92,1.91,9.24,-2.34,1.13,14.93,2.36,1.39,3.37,-4.71,1.71,13.32,3.70,2.97,4.69,-6.98,2.81,3.33,-9.50,0.81,12.77,2.44,3.29,6.54,-4.11,1.46,8.49,-2.44,2.00
2005.07,2.75,-9.36,3.59,3.47,-6.51,3.54,7.26,-2.93,2.57,15.71,3.39,1.85,3.29,-5.41,2.97,17.92,6.10,1.28,9.76,-2.52,2.22,4.59,-7.99,1.10,13.26,4.96,5.24,6.66,-5.28,1.14,9.81,-1.42,2.23
