Week,R01.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,R02.%ILI,USA.%ILI
2015.43,00.62,01.44,01.43,01.18,01.13,02.34,00.93,00.85,01.52,00.80,01.36
2015.44,00.78,01.46,01.63,01.22,01.32,02.30,01.22,01.12,01.67,00.55,01.47
2015.45,00.73,01.46,01.63,01.26,01.44,02.60,01.27,01.12,01.63,00.98,01.53
2015.46,00.67,01.65,01.79,01.43,01.37,02.61,01.15,01.06,01.79,00.77,01.61
2015.47,00.79,01.79,02.08,01.74,01.52,03.09,01.44,01.50,01.96,01.00,01.90
2015.48,00.77,01.99,01.94,01.49,01.34,02.82,01.05,01.01,01.92,00.92,01.74
2015.49,00.84,02.19,02.08,01.54,01.52,02.75,01.02,01.10,01.95,00.60,01.82
2015.50,00.84,02.28,02.29,01.77,01.57,02.91,01.25,01.31,02.03,00.70,01.97
2015.51,01.11,02.75,02.70,02.17,02.01,03.27,01.40,01.58,02.60,00.62,02.42
2015.52,01.27,02.94,02.64,01.89,01.90,03.29,01.54,01.77,02.65,00.79,02.41
2016.01,01.05,02.36,02.26,01.55,01.66,02.85,01.42,01.30,02.32,01.03,02.00
2016.02,01.13,02.33,02.18,01.57,01.69,02.88,01.14,01.57,02.30,01.19,01.99
2016.03,01.23,02.37,02.12,01.80,01.70,03.11,01.18,01.65,02.54,01.40,02.11
2016.04,01.40,02.59,01.99,01.87,01.77,03.21,01.24,01.81,02.70,01.50,02.18
2016.05,01.55,02.75,01.79,01.94,01.95,03.28,01.29,02.09,03.15,01.72,02.30
2016.06,01.60,03.23,02.03,02.16,02.25,03.85,01.56,02.51,03.94,01.67,02.68
2016.07,01.70,03.30,02.35,02.74,02.48,04.14,01.91,02.91,04.25,02.41,02.98
2016.08,01.64,03.27,02.79,03.32,02.97,03.72,01.95,02.99,03.97,02.10,03.12
2016.09,01.74,03.55,03.28,03.29,03.22,04.17,02.52,02.57,03.93,02.10,03.32
2016.10,02.35,03.94,03.86,03.75,03.35,03.97,02.73,02.75,03.72,02.44,03.59
2016.11,02.13,03.44,03.44,02.96,02.73,03.39,02.18,02.68,03.34,02.78,03.09
2016.12,01.86,03.11,03.04,02.85,02.40,03.26,02.20,02.11,02.82,01.98,02.79
2016.13,01.89,02.60,02.76,02.69,02.16,02.88,02.13,02.18,02.62,02.08,02.53
2016.14,01.56,02.21,02.35,02.23,01.68,02.38,01.75,02.01,02.20,01.96,02.12
2016.15,01.39,02.30,02.39,02.19,01.58,02.42,01.54,01.52,02.03,01.11,02.05
2016.16,01.42,02.28,02.53,01.99,01.52,02.44,01.27,01.19,01.79,01.02,02.00
2016.17,01.09,01.96,02.35,01.78,01.37,02.18,01.05,01.16,01.65,00.85,01.78
2016.18,00.89,01.66,02.04,01.64,01.12,02.02,00.96,01.20,01.67,01.08,01.60
2016.19,00.76,01.63,01.79,01.49,01.21,01.82,00.80,01.01,01.44,00.60,01.47
2016.20,00.69,01.53,01.68,01.53,01.10,01.85,00.62,00.97,01.42,00.77,01.43
2016.21,00.67,01.57,01.68,01.46,00.98,01.85,00.39,01.06,01.21,00.23,01.39
2016.22,00.57,01.43,01.67,01.33,01.05,01.67,00.40,01.23,01.16,00.23,01.34
2016.23,00.67,01.38,01.36,01.12,00.85,01.33,00.53,00.69,01.17,00.30,01.14
2016.24,00.50,01.36,01.35,00.99,00.68,01.38,00.26,00.72,01.13,00.37,01.09
2016.25,00.41,01.30,01.23,00.89,00.69,01.27,00.34,00.66,00.89,00.22,01.00
2016.26,00.42,01.25,01.21,00.83,00.76,01.21,00.35,00.68,01.01,00.13,01.00
2016.27,00.37,01.12,01.10,00.85,00.64,01.17,00.37,00.67,00.93,00.25,00.93
2016.28,00.38,01.03,00.94,00.77,00.64,01.15,00.26,00.69,00.83,00.25,00.85
2016.29,00.41,01.19,00.90,00.70,00.60,01.08,00.16,00.62,00.81,00.17,00.84
2016.30,00.38,01.16,00.96,00.70,00.58,01.08,00.24,00.64,00.70,00.30,00.83
2016.31,00.39,01.11,00.90,00.71,00.58,01.01,00.28,00.46,00.71,00.23,00.79
2016.32,00.34,01.06,00.96,00.98,00.55,01.00,00.27,00.60,00.62,00.24,00.83
2016.33,00.42,01.00,00.88,01.10,00.55,01.11,00.17,00.62,00.71,00.19,00.86
2016.34,00.40,01.15,01.01,01.44,00.69,01.32,00.27,00.66,00.81,00.24,01.01
2016.35,00.37,01.10,01.09,01.40,00.67,01.62,00.33,00.76,01.05,00.34,01.06
2016.36,00.62,01.02,01.13,01.34,00.78,01.76,00.43,00.78,00.98,00.52,01.10
2016.37,00.66,01.09,01.19,01.33,00.92,01.69,00.29,00.85,01.18,00.45,01.15
2016.38,00.66,01.35,01.34,01.46,00.96,01.51,00.35,00.83,01.24,00.30,01.22
2016.39,00.51,01.52,01.41,01.56,01.14,01.67,00.32,00.61,01.22,00.33,01.31
2016.40,00.67,01.66,01.39,01.25,01.01,01.61,00.68,00.88,01.15,00.50,01.26
2016.41,00.59,01.73,01.44,01.47,00.99,01.67,00.77,00.80,01.11,00.53,01.31
2016.42,00.70,01.79,01.42,01.55,01.16,01.57,00.94,00.87,01.26,00.58,01.37
2016.43,00.65,01.86,01.60,01.70,01.21,01.80,00.74,00.82,01.40,00.59,01.47
2016.44,00.81,02.05,01.71,01.93,01.39,01.91,00.92,01.18,01.48,00.67,01.64
2016.45,00.77,02.26,01.72,02.00,01.43,02.12,00.96,00.93,01.39,00.90,01.70
2016.46,00.79,02.30,01.80,02.22,01.41,02.15,01.01,00.96,01.27,00.75,01.76
2016.47,00.81,02.86,02.08,02.50,01.61,02.44,01.45,01.06,01.29,01.01,02.11
