Week,C01.all,C01.allV%,C01.65+,C01.65+V%,C02.all,C02.allV%,C02.65+,C02.65+V%,C03.all,C03.allV%,C03.65+,C03.65+V%,C04.all,C04.allV%,C04.65+,C04.65+V%,C05.all,C05.allV%,C05.65+,C05.65+V%,C06.all,C06.allV%,C06.65+,C06.65+V%,C07.all,C07.allV%,C07.65+,C07.65+V%,C08.all,C08.allV%,C08.65+,C08.65+V%,C09.all,C09.allV%,C09.65+,C09.65+V%,C10.all,C10.allV%,C10.65+,C10.65+V%,C11.all,C11.allV%,C11.65+,C11.65+V%,C12.all,C12.allV%,C12.65+,C12.65+V%,C13.all,C13.allV%,C13.65+,C13.65+V%,C14.all,C14.allV%,C14.65+,C14.65+V%,C15.all,C15.allV%,C15.65+,C15.65+V%,C16.all,C16.allV%,C16.65+,C16.65+V%,C17.all,C17.allV%,C17.65+,C17.65+V%,C18.all,C18.allV%,C18.65+,C18.65+V%,C19.all,C19.allV%,C19.65+,C19.65+V%,C20.all,C20.allV%,C20.65+,C20.65+V%,C21.all,C21.allV%,C21.65+,C21.65+V%,NJ.all,NJ.allV%,NJ.65+,NJ.65+V%
2014.53,37367,52.28,31369,55.21,108135,55.74,99187,57.47,52757,55.66,45362,58.59,56748,52.19,46258,55.71,19428,53.63,17064,55.46,19415,47.24,15370,51.08,64964,46.26,55026,49.15,30355,47.74,25231,50.31,44032,40.06,36693,41.88,16560,57.46,14843,58.30,41653,55.04,35048,58.59,80097,56.88,70096,59.60,79630,55.78,70593,58.41,57403,58.67,52660,60.44,99432,58.58,89250,61.28,47207,47.83,40853,50.13,10010,50.43,8281,52.98,32417,58.89,29544,60.98,18198,55.64,15714,58.12,52014,50.54,45507,53.00,15501,57.69,13563,60.48,983323,53.59,857512,56.23
2015.01,37367,52.51,31369,55.46,108135,55.95,99187,57.68,52757,55.96,45362,58.88,56748,52.49,46258,56.03,19428,53.90,17064,55.74,19415,47.46,15370,51.34,64964,46.48,55026,49.34,30355,48.02,25231,50.59,44032,40.26,36693,42.07,16560,57.73,14843,58.57,41653,55.28,35048,58.81,80097,57.03,70096,59.75,79630,56.03,70593,58.64,57403,58.87,52660,60.64,99432,58.78,89250,61.47,47207,48.04,40853,50.32,10010,50.77,8281,53.28,32417,59.09,29544,61.18,18198,55.81,15714,58.29,52014,50.76,45507,53.21,15501,57.90,13563,60.67,983323,53.82,857512,56.44
2015.02,37367,52.63,31369,55.57,108135,56.07,99187,57.80,52757,56.13,45362,59.03,56748,52.67,46258,56.19,19428,54.02,17064,55.85,19415,47.61,15370,51.48,64964,46.61,55026,49.47,30355,48.18,25231,50.73,44032,40.41,36693,42.22,16560,57.89,14843,58.73,41653,55.39,35048,58.90,80097,57.14,70096,59.87,79630,56.14,70593,58.76,57403,59.00,52660,60.76,99432,58.88,89250,61.57,47207,48.12,40853,50.40,10010,50.92,8281,53.38,32417,59.23,29544,61.32,18198,55.92,15714,58.40,52014,50.87,45507,53.32,15501,58.02,13563,60.78,983323,53.94,857512,56.57
2015.03,37367,52.70,31369,55.63,108135,56.13,99187,57.86,52757,56.20,45362,59.10,56748,52.76,46258,56.27,19428,54.08,17064,55.89,19415,47.70,15370,51.55,64964,46.68,55026,49.53,30355,48.25,25231,50.77,44032,40.49,36693,42.29,16560,57.96,14843,58.80,41653,55.45,35048,58.95,80097,57.19,70096,59.91,79630,56.20,70593,58.82,57403,59.06,52660,60.81,99432,58.92,89250,61.61,47207,48.17,40853,50.45,10010,51.04,8281,53.50,32417,59.26,29544,61.34,18198,55.97,15714,58.43,52014,50.94,45507,53.40,15501,58.13,13563,60.85,983323,54.00,857512,56.62
2015.04,37367,52.78,31369,55.71,108135,56.17,99187,57.91,52757,56.31,45362,59.19,56748,52.84,46258,56.35,19428,54.15,17064,55.95,19415,47.79,15370,51.64,64964,46.73,55026,49.59,30355,48.28,25231,50.80,44032,40.55,36693,42.35,16560,58.05,14843,58.88,41653,55.53,35048,59.02,80097,57.25,70096,59.97,79630,56.26,70593,58.87,57403,59.12,52660,60.87,99432,58.97,89250,61.66,47207,48.21,40853,50.47,10010,51.21,8281,53.65,32417,59.32,29544,61.40,18198,56.01,15714,58.48,52014,51.01,45507,53.46,15501,58.16,13563,60.88,983323,54.07,857512,56.68
2015.05,37367,52.85,31369,55.78,108135,56.21,99187,57.94,52757,56.36,45362,59.23,56748,52.89,46258,56.40,19428,54.17,17064,55.98,19415,47.86,15370,51.70,64964,46.78,55026,49.63,30355,48.33,25231,50.85,44032,40.62,36693,42.42,16560,58.11,14843,58.94,41653,55.59,35048,59.08,80097,57.31,70096,60.03,79630,56.30,70593,58.91,57403,59.17,52660,60.92,99432,59.02,89250,61.70,47207,48.26,40853,50.52,10010,51.31,8281,53.75,32417,59.36,29544,61.44,18198,56.04,15714,58.51,52014,51.07,45507,53.51,15501,58.19,13563,60.90,983323,54.12,857512,56.73
2015.06,37367,52.87,31369,55.79,108135,56.24,99187,57.97,52757,56.40,45362,59.26,56748,52.93,46258,56.42,19428,54.18,17064,55.98,19415,47.91,15370,51.73,64964,46.81,55026,49.67,30355,48.34,25231,50.86,44032,40.65,36693,42.45,16560,58.17,14843,59.00,41653,55.63,35048,59.11,80097,57.36,70096,60.07,79630,56.32,70593,58.93,57403,59.21,52660,60.96,99432,59.04,89250,61.72,47207,48.29,40853,50.55,10010,51.37,8281,53.77,32417,59.39,29544,61.47,18198,56.07,15714,58.55,52014,51.10,45507,53.54,15501,58.22,13563,60.94,983323,54.15,857512,56.76
2015.07,37367,52.89,31369,55.81,108135,56.26,99187,57.99,52757,56.43,45362,59.30,56748,52.95,46258,56.44,19428,54.18,17064,55.98,19415,47.93,15370,51.74,64964,46.83,55026,49.69,30355,48.37,25231,50.89,44032,40.68,36693,42.47,16560,58.22,14843,59.04,41653,55.66,35048,59.14,80097,57.38,70096,60.09,79630,56.37,70593,58.97,57403,59.25,52660,61.00,99432,59.07,89250,61.75,47207,48.33,40853,50.58,10010,51.40,8281,53.81,32417,59.44,29544,61.52,18198,56.08,15714,58.55,52014,51.14,45507,53.57,15501,58.24,13563,60.96,983323,54.18,857512,56.78
2015.08,37367,52.90,31369,55.82,108135,56.28,99187,58.00,52757,56.44,45362,59.30,56748,52.96,46258,56.44,19428,54.21,17064,56.00,19415,47.94,15370,51.74,64964,46.84,55026,49.69,30355,48.37,25231,50.89,44032,40.72,36693,42.51,16560,58.25,14843,59.06,41653,55.67,35048,59.15,80097,57.40,70096,60.11,79630,56.39,70593,58.99,57403,59.27,52660,61.02,99432,59.08,89250,61.76,47207,48.35,40853,50.60,10010,51.42,8281,53.82,32417,59.47,29544,61.55,18198,56.08,15714,58.55,52014,51.16,45507,53.59,15501,58.27,13563,60.99,983323,54.20,857512,56.80
2015.09,37367,52.92,31369,55.83,108135,56.30,99187,58.02,52757,56.46,45362,59.31,56748,52.98,46258,56.46,19428,54.22,17064,56.01,19415,47.96,15370,51.75,64964,46.86,55026,49.70,30355,48.38,25231,50.90,44032,40.74,36693,42.52,16560,58.28,14843,59.09,41653,55.69,35048,59.16,80097,57.42,70096,60.13,79630,56.40,70593,59.00,57403,59.29,52660,61.04,99432,59.10,89250,61.77,47207,48.35,40853,50.60,10010,51.47,8281,53.85,32417,59.47,29544,61.55,18198,56.09,15714,58.56,52014,51.19,45507,53.61,15501,58.27,13563,60.99,983323,54.21,857512,56.81
2015.10,37367,52.93,31369,55.84,108135,56.31,99187,58.03,52757,56.46,45362,59.31,56748,52.99,46258,56.46,19428,54.22,17064,56.01,19415,47.97,15370,51.75,64964,46.87,55026,49.71,30355,48.38,25231,50.90,44032,40.75,36693,42.53,16560,58.29,14843,59.10,41653,55.70,35048,59.17,80097,57.44,70096,60.15,79630,56.42,70593,59.02,57403,59.31,52660,61.06,99432,59.10,89250,61.78,47207,48.37,40853,50.61,10010,51.49,8281,53.87,32417,59.48,29544,61.56,18198,56.10,15714,58.57,52014,51.21,45507,53.63,15501,58.27,13563,60.99,983323,54.22,857512,56.82
2015.11,37367,52.94,31369,55.84,108135,56.32,99187,58.04,52757,56.47,45362,59.32,56748,52.99,46258,56.46,19428,54.22,17064,56.01,19415,47.98,15370,51.75,64964,46.88,55026,49.72,30355,48.39,25231,50.91,44032,40.77,36693,42.55,16560,58.31,14843,59.10,41653,55.70,35048,59.17,80097,57.45,70096,60.15,79630,56.45,70593,59.04,57403,59.31,52660,61.06,99432,59.11,89250,61.79,47207,48.37,40853,50.62,10010,51.52,8281,53.88,32417,59.48,29544,61.56,18198,56.12,15714,58.57,52014,51.23,45507,53.65,15501,58.29,13563,61.01,983323,54.23,857512,56.83
2015.12,37367,52.94,31369,55.84,108135,56.32,99187,58.05,52757,56.47,45362,59.32,56748,53.00,46258,56.46,19428,54.22,17064,56.01,19415,47.98,15370,51.75,64964,46.89,55026,49.73,30355,48.39,25231,50.91,44032,40.78,36693,42.55,16560,58.31,14843,59.10,41653,55.70,35048,59.17,80097,57.46,70096,60.16,79630,56.45,70593,59.05,57403,59.32,52660,61.07,99432,59.12,89250,61.80,47207,48.38,40853,50.63,10010,51.53,8281,53.89,32417,59.49,29544,61.56,18198,56.13,15714,58.58,52014,51.24,45507,53.66,15501,58.29,13563,61.01,983323,54.24,857512,56.84
2015.13,37367,52.94,31369,55.84,108135,56.33,99187,58.05,52757,56.47,45362,59.32,56748,53.00,46258,56.46,19428,54.22,17064,56.01,19415,47.99,15370,51.75,64964,46.89,55026,49.73,30355,48.39,25231,50.91,44032,40.79,36693,42.56,16560,58.33,14843,59.12,41653,55.71,35048,59.18,80097,57.46,70096,60.16,79630,56.46,70593,59.05,57403,59.33,52660,61.07,99432,59.12,89250,61.80,47207,48.38,40853,50.63,10010,51.53,8281,53.89,32417,59.49,29544,61.56,18198,56.13,15714,58.59,52014,51.25,45507,53.67,15501,58.29,13563,61.02,983323,54.24,857512,56.84
2015.14,37367,52.94,31369,55.84,108135,56.33,99187,58.05,52757,56.48,45362,59.33,56748,53.00,46258,56.47,19428,54.22,17064,56.01,19415,48.00,15370,51.76,64964,46.89,55026,49.74,30355,48.39,25231,50.91,44032,40.79,36693,42.56,16560,58.33,14843,59.13,41653,55.71,35048,59.18,80097,57.47,70096,60.17,79630,56.46,70593,59.05,57403,59.33,52660,61.08,99432,59.12,89250,61.80,47207,48.39,40853,50.63,10010,51.53,8281,53.89,32417,59.49,29544,61.56,18198,56.13,15714,58.59,52014,51.25,45507,53.67,15501,58.30,13563,61.03,983323,54.25,857512,56.84
2015.15,37367,52.94,31369,55.84,108135,56.33,99187,58.05,52757,56.48,45362,59.33,56748,53.00,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.89,55026,49.74,30355,48.39,25231,50.91,44032,40.80,36693,42.57,16560,58.33,14843,59.13,41653,55.71,35048,59.18,80097,57.47,70096,60.17,79630,56.46,70593,59.05,57403,59.34,52660,61.08,99432,59.12,89250,61.80,47207,48.39,40853,50.63,10010,51.54,8281,53.91,32417,59.49,29544,61.57,18198,56.13,15714,58.59,52014,51.25,45507,53.67,15501,58.30,13563,61.03,983323,54.25,857512,56.84
2015.16,37367,52.95,31369,55.85,108135,56.33,99187,58.06,52757,56.48,45362,59.33,56748,53.00,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.90,55026,49.74,30355,48.39,25231,50.91,44032,40.80,36693,42.57,16560,58.33,14843,59.13,41653,55.72,35048,59.18,80097,57.47,70096,60.17,79630,56.46,70593,59.05,57403,59.35,52660,61.09,99432,59.12,89250,61.80,47207,48.39,40853,50.64,10010,51.54,8281,53.91,32417,59.50,29544,61.57,18198,56.13,15714,58.59,52014,51.26,45507,53.68,15501,58.31,13563,61.03,983323,54.25,857512,56.84
2015.17,37367,52.95,31369,55.85,108135,56.33,99187,58.06,52757,56.48,45362,59.33,56748,53.00,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.91,55026,49.75,30355,48.39,25231,50.91,44032,40.80,36693,42.57,16560,58.33,14843,59.13,41653,55.72,35048,59.19,80097,57.48,70096,60.18,79630,56.46,70593,59.05,57403,59.35,52660,61.09,99432,59.12,89250,61.80,47207,48.40,40853,50.64,10010,51.54,8281,53.91,32417,59.51,29544,61.59,18198,56.14,15714,58.60,52014,51.26,45507,53.68,15501,58.31,13563,61.03,983323,54.25,857512,56.85
2015.18,37367,52.95,31369,55.85,108135,56.34,99187,58.06,52757,56.48,45362,59.33,56748,53.00,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.91,55026,49.75,30355,48.39,25231,50.91,44032,40.81,36693,42.57,16560,58.33,14843,59.13,41653,55.72,35048,59.19,80097,57.48,70096,60.18,79630,56.46,70593,59.05,57403,59.35,52660,61.10,99432,59.12,89250,61.80,47207,48.40,40853,50.64,10010,51.55,8281,53.92,32417,59.52,29544,61.59,18198,56.14,15714,58.60,52014,51.27,45507,53.69,15501,58.31,13563,61.03,983323,54.26,857512,56.85
2015.19,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.48,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.92,55026,49.76,30355,48.39,25231,50.91,44032,40.81,36693,42.57,16560,58.33,14843,59.13,41653,55.72,35048,59.19,80097,57.48,70096,60.18,79630,56.46,70593,59.05,57403,59.36,52660,61.10,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.52,29544,61.59,18198,56.15,15714,58.61,52014,51.27,45507,53.69,15501,58.31,13563,61.04,983323,54.26,857512,56.85
2015.20,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.48,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.92,55026,49.77,30355,48.39,25231,50.91,44032,40.81,36693,42.58,16560,58.33,14843,59.13,41653,55.72,35048,59.19,80097,57.48,70096,60.18,79630,56.46,70593,59.06,57403,59.36,52660,61.10,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.53,29544,61.60,18198,56.15,15714,58.61,52014,51.28,45507,53.70,15501,58.32,13563,61.05,983323,54.26,857512,56.85
2015.21,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.48,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.00,15370,51.76,64964,46.92,55026,49.77,30355,48.39,25231,50.91,44032,40.81,36693,42.58,16560,58.33,14843,59.13,41653,55.72,35048,59.19,80097,57.48,70096,60.18,79630,56.46,70593,59.06,57403,59.36,52660,61.10,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.53,29544,61.60,18198,56.15,15714,58.61,52014,51.28,45507,53.70,15501,58.32,13563,61.05,983323,54.26,857512,56.85
2015.22,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.01,15370,51.77,64964,46.93,55026,49.77,30355,48.39,25231,50.91,44032,40.81,36693,42.58,16560,58.33,14843,59.13,41653,55.73,35048,59.19,80097,57.49,70096,60.18,79630,56.46,70593,59.06,57403,59.36,52660,61.10,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.53,29544,61.60,18198,56.15,15714,58.61,52014,51.29,45507,53.71,15501,58.32,13563,61.05,983323,54.26,857512,56.86
2015.23,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.01,15370,51.77,64964,46.93,55026,49.77,30355,48.39,25231,50.91,44032,40.82,36693,42.58,16560,58.33,14843,59.13,41653,55.73,35048,59.19,80097,57.49,70096,60.19,79630,56.46,70593,59.06,57403,59.36,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.53,29544,61.60,18198,56.16,15714,58.62,52014,51.29,45507,53.71,15501,58.32,13563,61.05,983323,54.26,857512,56.86
2015.24,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.01,15370,51.77,64964,46.93,55026,49.77,30355,48.39,25231,50.91,44032,40.82,36693,42.58,16560,58.33,14843,59.13,41653,55.73,35048,59.20,80097,57.49,70096,60.19,79630,56.46,70593,59.06,57403,59.36,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.16,15714,58.62,52014,51.29,45507,53.71,15501,58.32,13563,61.05,983323,54.26,857512,56.86
2015.25,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.01,15370,51.77,64964,46.93,55026,49.77,30355,48.40,25231,50.91,44032,40.82,36693,42.58,16560,58.33,14843,59.13,41653,55.73,35048,59.20,80097,57.49,70096,60.19,79630,56.46,70593,59.06,57403,59.36,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.16,15714,58.62,52014,51.29,45507,53.71,15501,58.32,13563,61.05,983323,54.27,857512,56.86
2015.26,37367,52.95,31369,55.85,108135,56.34,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.01,19415,48.01,15370,51.77,64964,46.93,55026,49.77,30355,48.40,25231,50.91,44032,40.82,36693,42.59,16560,58.33,14843,59.13,41653,55.73,35048,59.20,80097,57.50,70096,60.19,79630,56.46,70593,59.06,57403,59.36,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.16,15714,58.62,52014,51.29,45507,53.71,15501,58.32,13563,61.05,983323,54.27,857512,56.86
2015.27,37367,52.95,31369,55.85,108135,56.35,99187,58.07,52757,56.49,45362,59.34,56748,53.01,46258,56.47,19428,54.23,17064,56.02,19415,48.01,15370,51.78,64964,46.93,55026,49.77,30355,48.40,25231,50.91,44032,40.82,36693,42.59,16560,58.33,14843,59.13,41653,55.73,35048,59.20,80097,57.50,70096,60.19,79630,56.46,70593,59.06,57403,59.37,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.16,15714,58.62,52014,51.30,45507,53.72,15501,58.32,13563,61.05,983323,54.27,857512,56.86
2015.28,37367,52.95,31369,55.85,108135,56.35,99187,58.07,52757,56.49,45362,59.34,56748,53.02,46258,56.48,19428,54.23,17064,56.02,19415,48.02,15370,51.78,64964,46.93,55026,49.78,30355,48.40,25231,50.91,44032,40.82,36693,42.59,16560,58.33,14843,59.13,41653,55.73,35048,59.20,80097,57.50,70096,60.19,79630,56.46,70593,59.06,57403,59.37,52660,61.11,99432,59.13,89250,61.80,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.16,15714,58.62,52014,51.30,45507,53.72,15501,58.32,13563,61.05,983323,54.27,857512,56.86
2015.29,37367,52.95,31369,55.85,108135,56.35,99187,58.07,52757,56.49,45362,59.34,56748,53.02,46258,56.48,19428,54.23,17064,56.02,19415,48.02,15370,51.79,64964,46.94,55026,49.78,30355,48.40,25231,50.91,44032,40.83,36693,42.60,16560,58.34,14843,59.13,41653,55.73,35048,59.20,80097,57.50,70096,60.20,79630,56.47,70593,59.06,57403,59.37,52660,61.11,99432,59.13,89250,61.81,47207,48.40,40853,50.64,10010,51.56,8281,53.93,32417,59.54,29544,61.61,18198,56.17,15714,58.63,52014,51.30,45507,53.72,15501,58.32,13563,61.05,983323,54.27,857512,56.86
2015.31,38828,0.23,32518,0.15,110049,0.08,100807,0.07,54877,0.09,46903,0.07,59754,0.18,48203,0.14,0,0.00,0,0.00,20252,0.11,15872,0.07,65842,0.09,55680,0.07,31819,0.31,26299,0.27,44919,0.19,37517,0.17,16811,0.08,0,0.00,42597,0.11,35815,0.10,82173,0.12,71784,0.11,82517,0.08,0,0.00,58458,0.08,0,0.00,101822,0.13,91231,0.12,48662,0.06,0,0.00,10342,0.28,0,0.00,32921,0.07,0,0.00,19086,0.17,0,0.00,52485,0.04,0,0.00,15973,0.10,0,0.00,990187,0.12,562629,0.11
2015.32,38828,0.55,32518,0.45,110049,0.24,100807,0.23,54877,0.28,46903,0.26,59754,0.52,48203,0.44,20352,0.09,0,0.00,20252,0.30,15872,0.25,65842,0.25,55680,0.23,31819,0.78,26299,0.73,44919,0.44,37517,0.43,16811,0.24,0,0.00,42597,0.28,35815,0.28,82173,0.36,71784,0.34,82517,0.22,73125,0.21,58458,0.24,53633,0.24,101822,0.35,91231,0.34,48662,0.21,41998,0.22,10342,0.72,8524,0.56,32921,0.22,0,0.00,19086,0.37,16452,0.35,52485,0.19,45813,0.19,15973,0.29,0,0.00,1010539,0.32,802174,0.31
2015.33,38828,0.99,32518,0.85,110049,0.59,100807,0.59,54877,0.89,46903,0.85,59754,1.25,48203,1.13,20352,0.28,17753,0.25,20252,0.88,15872,0.86,65842,0.53,55680,0.51,31819,1.76,26299,1.71,44919,0.80,37517,0.78,16811,0.65,0,0.00,42597,0.68,35815,0.70,82173,0.90,71784,0.89,82517,0.59,73125,0.58,58458,0.61,53633,0.61,101822,0.66,91231,0.65,48662,0.63,41998,0.64,10342,1.29,8524,1.09,32921,0.51,29883,0.53,19086,1.05,16452,1.05,52485,0.57,45813,0.55,15973,0.67,0,0.00,1010539,0.76,849810,0.73
2015.34,38828,2.01,32518,1.86,110049,1.44,100807,1.45,54877,2.20,46903,2.20,59754,3.02,48203,2.95,20352,0.76,17753,0.77,20252,1.99,15872,2.08,65842,1.26,55680,1.28,31819,3.40,26299,3.39,44919,1.58,37517,1.56,16811,1.70,15039,1.82,42597,1.73,35815,1.81,82173,2.18,71784,2.22,82517,1.48,73125,1.49,58458,1.51,53633,1.51,101822,1.50,91231,1.52,48662,1.57,41998,1.64,10342,2.57,8524,2.52,32921,1.38,29883,1.40,19086,2.40,16452,2.41,52485,1.64,45813,1.66,15973,1.63,13958,1.67,1010539,1.79,878807,1.79
2015.35,38828,3.63,32518,3.55,110049,2.99,100807,3.05,54877,4.64,46903,4.83,59754,5.58,48203,5.70,20352,2.56,17753,2.60,20252,4.00,15872,4.17,65842,2.82,55680,2.92,31819,5.71,26299,5.82,44919,3.11,37517,3.08,16811,3.41,15039,3.61,42597,3.83,35815,4.07,82173,4.37,71784,4.54,82517,3.35,73125,3.47,58458,3.24,53633,3.29,101822,3.37,91231,3.51,48662,2.97,41998,3.12,10342,4.53,8524,4.48,32921,3.37,29883,3.49,19086,3.96,16452,4.04,52485,3.34,45813,3.45,15973,3.38,13958,3.52,1010539,3.66,878807,3.75
2015.36,38828,6.73,32518,6.69,110049,6.23,100807,6.38,54877,8.50,46903,9.01,59754,9.50,48203,9.84,20352,5.20,17753,5.35,20252,7.48,15872,7.81,65842,5.88,55680,6.22,31819,9.72,26299,10.05,44919,5.96,37517,6.02,16811,6.70,15039,7.09,42597,7.45,35815,7.94,82173,8.16,71784,8.55,82517,6.94,73125,7.21,58458,7.75,53633,8.04,101822,7.42,91231,7.77,48662,5.90,41998,6.24,10342,8.13,8524,8.38,32921,7.17,29883,7.40,19086,6.59,16452,6.79,52485,6.73,45813,6.95,15973,6.86,13958,7.11,1010539,7.20,878807,7.47
2015.37,38828,11.08,32518,11.16,110049,10.70,100807,10.95,54877,12.63,46903,13.24,59754,13.62,48203,14.09,20352,9.45,17753,9.87,20252,11.56,15872,12.34,65842,9.86,55680,10.33,31819,13.83,26299,14.37,44919,9.31,37517,9.55,16811,11.37,15039,11.91,42597,11.36,35815,12.10,82173,13.99,71784,14.66,82517,11.31,73125,11.78,58458,12.06,53633,12.46,101822,13.04,91231,13.69,48662,10.51,41998,11.01,10342,12.48,8524,13.00,32921,11.90,29883,12.26,19086,10.74,16452,11.12,52485,11.37,45813,11.83,15973,11.43,13958,11.82,1010539,11.73,878807,12.20
2015.38,38828,16.58,32518,16.99,110049,16.27,100807,16.72,54877,18.13,46903,19.07,59754,18.79,48203,19.72,20352,14.72,17753,15.40,20252,16.15,15872,17.40,65842,14.96,55680,15.75,31819,18.72,26299,19.51,44919,13.38,37517,13.84,16811,17.28,15039,18.09,42597,16.52,35815,17.67,82173,20.48,71784,21.53,82517,16.72,73125,17.46,58458,18.11,53633,18.71,101822,18.88,91231,19.81,48662,15.46,41998,16.19,10342,17.56,8524,18.17,32921,19.62,29883,20.26,19086,15.35,16452,15.95,52485,16.75,45813,17.47,15973,17.74,13958,18.46,1010539,17.25,878807,18.02
2015.39,38828,23.31,32518,24.34,110049,23.25,100807,23.93,54877,25.46,46903,26.98,59754,25.44,48203,26.97,20352,22.36,17753,23.53,20252,22.67,15872,24.67,65842,20.75,55680,21.91,31819,24.63,26299,25.82,44919,18.17,37517,18.81,16811,24.64,15039,25.71,42597,23.14,35815,24.72,82173,27.63,71784,29.12,82517,23.97,73125,25.11,58458,26.01,53633,26.86,101822,26.88,91231,28.31,48662,21.98,41998,23.08,10342,23.85,8524,25.02,32921,27.38,29883,28.38,19086,22.25,16452,23.20,52485,23.25,45813,24.25,15973,26.17,13958,27.46,1010539,24.19,878807,25.39
2015.40,38828,29.63,32518,31.14,110049,29.54,100807,30.44,54877,31.70,46903,33.65,59754,31.15,48203,33.22,20352,28.55,17753,30.10,20252,27.81,15872,30.36,65842,25.78,55680,27.34,31819,29.63,26299,31.23,44919,22.49,37517,23.33,16811,31.32,15039,31.87,42597,30.24,35815,32.50,82173,33.60,71784,35.45,82517,30.19,73125,31.63,58458,33.54,53633,34.63,101822,33.68,91231,35.49,48662,27.50,41998,28.99,10342,28.81,8524,30.35,32921,34.84,29883,36.12,19086,28.61,16452,29.79,52485,28.80,45813,30.09,15973,32.22,13958,33.72,1010539,30.29,878807,31.85
2015.41,38828,34.69,32518,36.60,110049,35.34,100807,36.43,54877,37.22,46903,39.25,59754,36.22,48203,38.83,20352,34.52,17753,36.56,20252,32.08,15872,34.92,65842,30.16,55680,32.07,31819,33.64,26299,35.57,44919,26.11,37517,27.11,16811,37.34,15039,37.14,42597,36.08,35815,38.87,82173,38.81,71784,40.88,82517,35.97,73125,37.75,58458,39.61,53633,40.90,101822,38.94,91231,41.03,48662,31.99,41998,33.74,10342,33.41,8524,35.21,32921,40.26,29883,41.81,19086,33.73,16452,35.07,52485,33.67,45813,35.22,15973,38.06,13958,39.96,1010539,35.50,878807,37.34
2015.42,38828,38.75,32518,41.07,110049,39.51,100807,40.76,54877,41.45,46903,43.68,59754,40.14,48203,43.12,20352,39.37,17753,41.70,20252,35.27,15872,38.51,65842,33.60,55680,35.78,31819,36.71,26299,38.84,44919,28.87,37517,29.98,16811,41.11,15039,40.99,42597,39.96,35815,43.06,82173,42.53,71784,44.78,82517,39.98,73125,41.96,58458,43.95,53633,45.34,101822,42.99,91231,45.26,48662,35.35,41998,37.26,10342,37.02,8524,39.04,32921,44.46,29883,46.09,19086,37.56,16452,38.97,52485,37.39,45813,39.18,15973,42.32,13958,44.44,1010539,39.36,878807,41.41
